(751,2396) 3273 2395 2262 2970 653 1975 1243 3201 2787 2403 3698 936 1224 1350 2211
(534,3160) 2012 3536 1248 157 190 2439 154 919 3945 3268 1135 2966 2021 3557 2664
(751,1266) 14 2701 2872 2736 2637 3020 1883 942 3146 547 3434 2995 1498 1222 3199
(534,32) 3178 694 3668 233 920 2120 1971 2369 802 3505 3788 3658 2176 1120 3617
(751,1393) 2430 1959 2655 2750 2664 3735 3811 1344 1284 2967 1345 2761 3034 2038 1372
(751,32) 1059 1254 1024 1390 2186 261 1948 2260 678 2912 2145 785 60 1222 930
(751,1265) 1350 3469 930 2255 611 3548 592 1961 1484 3251 2648 2065 3812 2458 1289
(751,2959) 2140 3491 1997 3546 3060 1392 1031 2496 3937 2707 1252 3681 1217 2022 1244
(751,25) 3633 1275 1833 420 3054 1388 2468 2719 459 2661 3879 1003 3873 2852 1217
(751,2542) 3705 2259 2249 1249 1693 1295 261 3462 1480 1283 1909 3387 3930 798 1920
(751,36) 3213 3911 1992 929 1390 2401 289 2126 3494 2024 372 2820 230 441 2288
(751,150) 2568 1429 2457 3181 1081 1479 3613 2788 20 2967 899 2948 2171 2961 235
(751,300) 1970 508 2078 2206 2707 761 653 2392 2334 2525 1769 1993 2182 3173 315
(534,2700) 3146 1431 141 3773 3525 2771 969 1711 1352 3478 2565 2078 1897 955 1286
(751,3147) 3948 107 1132 2171 3041 2349 546 1353 1457 2976 2066 68 3498 2421 2633
(751,515) 1772 1599 2622 1020 3668 1620 1356 3388 943 190 1296 1975 971 158 880
(751,1673) 2720 707 3479 616 2932 348 2137 2922 3032 2941 1353 3897 1660 1089 3054
(751,34) 1875 3766 3553 337 1784 2822 3624 436 2121 1416 916 3548 1907 2891 2080
(751,1923) 3525 1297 3724 85 2247 3010 3706 3705 330 1059 3952 2815 2344 2889 2456
(751,778) 3083 1256 1204 2929 3494 1024 3840 2027 2458 3037 2371 2668 107 2908 2771
(751,1625) 1965 719 2120 1355 1093 2932 2429 2848 3466 2471 1261 1207 2300 919 3125
(751,1449) 3159 1916 2459 2995 1244 3893 3325 2391 2282 3359 1995 2455 3120 2020 678
(55,2683) 1944 1735 3255 2422 2970 2567 3350 1411 2382 2407 1023 3033 3000 533 1957
(751,2291) 547 785 1178 2907 2448 3022 1943 990 3451 694 2361 2432 3608 3032 2078
(751,1343) 2269 1356 1963 3723 3789 1273 2978 2259 1237 1003 1015 1921 3840 1885 2900
(534,1396) 3693 1972 574 920 3628 788 227 2174 2325 3361 1674 2872 1024 2004 915
(55,2355) 2106 912 3100 1355 2671 1454 2116 1993 2492 493 3521 2723 1298 1946 1707
(751,39) 2720 1068 3536 2109 322 805 936 3555 3190 546 1620 1237 928 1431 1373
(534,1584) 1750 1498 836 2427 2383 3802 3388 1727 34 3219 3200 1395 100 3793 1946
(751,1584) 616 2852 1194 3864 1171 2159 1217 3030 2750 1003 2826 2126 611 1701 2013
(751,1747) 420 1186 89 1262 1131 3265 2027 2354 965 1925 379 426 190 3604 448
(751,1408) 1260 1953 2915 407 2702 990 3675 766 2583 2682 748 372 1243 3577 1711
(751,3044) 2750 2071 122 2476 1267 3083 2454 2724 3706 3634 1339 1964 1256 1342 3398
(751,62) 235 2565 195 3896 2166 2048 594 65 41 3307 299 1672 537 2402 3022
(751,595) 1135 1717 781 3007 2310 2382 3408 3089 3519 1217 163 2 3185 2287 3006
(751,471) 2908 3408 2990 1794 3512 798 1372 2340 1148 1484 2688 1639 709 2611 1966
(751,2268) 3015 1951 2872 1950 2759 1959 2546 3217 2071 383 3270 3877 1639 1589 2432
(751,553) 3729 2857 3545 2749 44 3502 101 3399 306 3153 1130 3168 3707 351 450
(751,104) 1924 17 2360 379 2888 1021 3534 1913 1190 105 2211 3439 3452 170 290
(751,151) 1280 3545 3871 393 2132 2816 1951 1209 3045 3387 3053 2815 2427 2013 1681
(751,3105) 12 427 85 2393 2210 3768 3196 1272 1927 1222 2667 3676 2996 2590 805
(751,2355) 2409 1711 1883 3925 1260 1944 3774 3893 2467 522 327 2729 2404 3111 574
(751,551) 1031 1264 2004 3676 2181 2688 2096 3 2013 1299 1104 2232 1171 2099 3821
(751,2108) 3701 3787 1948 1327 1683 3271 3501 1233 1468 2471 3094 3007 3723 3079 234
(751,3175) 2570 2310 2668 2497 1693 2717 2526 605 3869 2076 203 2700 3238 2730 1215
(751,364) 3729 2361 3083 2816 3512 708 1277 2970 1401 1919 3089 2882 3814 2940 1233
(751,1653) 3316 431 371 2496 2915 2734 2490 14 1090 2249 2568 928 1288 3844 3658
(55,2763) 3834 3676 3041 3615 818 153 3087 2613 926 1866 2808 2927 2919 3178 1604
(534,1517) 1499 308 2764 170 79 2379 2034 3448 266 2294 3549 1483 2871 2094 280
(751,1517) 2633 3598 3538 2324 1848 2973 3111 1499 1126 1189 1057 3445 3186 1950 1459
(751,2124) 426 900 3036 1297 13 971 351 2558 3635 1635 2142 481 86 1254 692
(751,3100) 2671 234 1414 3668 2154 3244 1243 1206 1487 1011 949 1078 3261 3831 2474
(751,52) 1405 3484 592 1797 1732 2920 928 3701 2647 3032 1188 3066 3062 1010 1299
(751,2706) 2690 1206 2301 2993 1264 2300 2991 1955 3259 2859 2973 276 190 1655 1057
(751,671) 3477 3111 921 65 3265 540 2946 2329 2505 2186 3557 3615 2453 2611 2546
(751,2712) 253 1885 2550 1722 2236 2255 599 236 1554 3360 1099 314 235 2458 1919
(751,588) 719 1971 552 3328 3266 1060 1631 616 2072 2861 448 1233 1010 1487 1732
(751,1729) 3606 3835 3717 28 653 2243 2340 2502 3024 1429 2337 3910 3060 1941 1251
(751,3386) 555 491 892 235 2080 448 1980 3169 1135 1969 3350 1963 1078 1942 2013
(751,357) 428 1717 490 1261 2354 3697 781 546 3791 3551 188 3596 3091 1212 2565
(751,2321) 2297 1719 3927 3879 519 3095 2428 1189 2072 3042 2648 1367 2260 3727 3265
(751,350) 2088 1125 2390 2017 688 2328 1131 886 1588 2471 1907 2455 587 1925 3766
(751,3253) 512 1966 3622 3617 3557 2734 923 2473 3334 2087 1897 913 906 2752 2377
(751,1407) 1719 3927 2359 2073 491 2971 1355 1445 1372 2644 3654 2993 720 3622 1353
(751,590) 258 1969 1941 866 1186 3502 2182 3432 3062 1599 1353 372 3688 1286 3060
(751,11) 338 3251 2038 1204 3789 3079 3478 1438 2252 1642 2590 2950 3196 372 1845
(751,663) 1642 3910 1015 3628 2263 3525 1190 337 3484 2476 2 2802 2468 1943 558
(751,1120) 3566 58 2193 308 3042 2745 2442 2261 1648 2848 833 2334 3835 2739 3081
(751,1721) 3785 2502 332 2076 266 2359 2159 1012 2463 261 2453 1207 1919 2570 2123
(751,141) 1717 1125 3000 805 2091 2491 2407 519 289 2889 2349 2328 122 3512 3826
(751,356) 2176 2907 105 2637 1396 407 3438 170 76 930 3307 3681 2671 1977 2080
(751,1645) 1992 886 1042 2018 2633 3863 913 2370 89 3710 2453 3387 3767 3160 1799
(751,1805) 2361 234 2729 2826 1095 3690 1253 2421 3767 3091 2505 2615 833 2336 1672
(751,3176) 2259 2020 2005 2010 1713 3252 1479 2707 3340 1250 518 2042 3608 168 2749
(751,1892) 3709 1623 3095 2723 963 1969 265 68 112 3213 1967 3871 2970 548 3452
(751,454) 2029 3436 2676 523 2856 3036 497 101 3690 3624 3042 695 3398 2533 2382
(751,440) 1459 1556 1363 3763 413 2322 919 94 3134 2085 2099 1699 405 3000 3660
(751,832) 2411 3798 1966 1253 810 1078 1306 2305 2303 1037 132 1500 140 3697 3863
(751,543) 436 2926 1283 3213 1904 2815 1885 71 252 1060 2025 1730 2469 1646 383
(751,2046) 1801 1353 2073 2488 3457 2428 3261 976 100 1975 3774 2259 1068 2305 1661
(751,1183) 781 2261 1633 2647 2648 2203 332 2526 1242 947 3102 3438 3408 2033 2560
(751,1569) 805 3925 2759 3042 1835 1975 746 2279 2090 2719 1390 858 1284 1925 3066
(751,3263) 1060 2750 1356 3660 2567 1943 1345 2379 73 1665 2134 3173 2505 493 1187
(751,3450) 3360 3451 1172 2915 3098 858 1967 892 2900 1193 2015 3786 692 2033 2739
(751,500) 945 3081 2329 3633 2796 3836 473 2535 1352 955 273 3271 1752 3608 1445
(751,3809) 2600 986 1344 1966 1711 1041 1667 1655 3702 905 2360 1479 1642 3525 338
(751,802) 2915 2919 1269 3466 1126 1092 2611 1939 2070 1425 2867 3752 3354 1050 2693
(751,3219) 423 3167 1681 943 1274 3948 2178 314 1950 2463 2654 3441 3243 3060 2723
(534,1527) 1281 3733 1693 2034 18 3253 1956 319 3712 79 378 3401 1914 1862 1025
(751,1527) 465 2359 2866 3768 3551 3688 1016 2409 3399 1943 1801 3735 3873 2083 1904
(751,2294) 31 3440 164 2600 3724 466 2376 180 3255 45 1969 3788 546 1620 921
(751,852) 2986 93 3930 2808 1100 3190 3444 69 3844 2550 719 2121 3015 3525 3546
(751,1476) 1327 3787 2067 1446 2109 2728 1992 2013 3125 1101 2690 1897 558 2102 612
(751,2539) 3196 113 1635 3682 2687 1017 2120 1445 3125 1276 932 1208 2380 3299 2428
(751,3712) 3095 2140 3576 562 2346 140 3189 314 1007 431 3155 3763 548 1959 3299
(751,3082) 2161 423 2389 76 3668 3104 3747 2622 2476 1604 970 168 1011 3397 3864
(751,3614) 2861 1897 1376 2550 1605 1986 1913 3177 2949 971 3752 3925 249 338 3401
(751,1688) 1950 2328 2463 3366 3267 3908 3062 509 125 3265 496 694 3755 2142 2194
(751,1777) 2570 3365 2820 970 381 3083 858 1095 2941 1078 2572 1201 3788 3248 549
(751,2672) 745 3091 3201 2901 1801 508 2890 2327 2970 3877 1128 2394 1537 3334 2687
(751,647) 3005 3081 707 3553 2520 1977 3841 2116 1248 3811 3244 892 428 3754 535
(751,1680) 3826 906 916 3259 3244 2010 466 3181 1124 3420 3066 2527 3401 940 1130
(751,410) 1699 537 1218 3553 2764 3330 1711 1702 3286 3504 3316 2611 3041 3062 3835
(751,2710) 1078 1670 3508 3261 1135 1955 162 2741 216 1221 3949 2026 1203 940 2069
(751,2424) 2851 1092 720 232 1762 3366 333 2006 3591 2142 1431 2416 1201 3524 3576
(751,3264) 2420 3420 2038 1147 494 2111 420 1186 3167 464 1748 3272 948 3438 234
(751,585) 3594 1591 3706 1352 1409 3811 2458 3504 3610 2151 3624 2932 2485 3286 3635
(751,2694) 2788 2808 3768 2498 2485 3011 2779 518 1730 3016 3360 1005 2720 293 2560
(751,532) 1041 3244 1942 1136 1678 2877 1175 1681 1015 948 2407 235 1030 2273 3155
(751,1485) 965 2802 2978 2071 3928 2717 2644 3185 3045 1665 3793 1946 916 3217 3265
(751,344) 218 3618 3194 1136 3528 3613 1499 2922 2533 1883 1243 1245 2861 3354 190
(751,317) 2915 1132 2655 413 1272 1209 3686 1218 2 3864 314 140 1858 3440 950
(751,177) 1986 3261 761 986 694 1078 2528 1913 2363 1660 2953 3062 3098 2622 3420
(534,780) 1952 1268 2375 3208 3606 924 3917 1717 3945 3129 2384 360 1298 1088 942
(751,780) 1835 2328 1717 94 193 3452 963 1281 3504 728 1353 1970 2485 224 3054
(751,2052) 2135 3399 1024 3751 1011 1029 3433 2139 2143 1942 1088 2310 2488 1866 1633
(751,2446) 2026 3627 2016 41 1231 1081 2106 3824 280 1982 3741 29 2970 3326 3836
(751,2803) 2920 3548 24 3545 3549 2428 930 2900 2560 2986 1194 45 2262 3864 2318
(751,539) 337 549 1222 596 473 1441 829 2371 1962 3544 417 1379 3768 1061 2021
(751,5) 2688 1588 299 512 3462 3476 163 549 1081 1556 2575 1955 837 3063 1277
(751,784) 581 2048 3429 1221 1099 3068 2651 3160 338 892 2504 235 94 2328 3555
(776,1635) 982 330 549 2918 3316 1667 3015 1962 2770 3441 3401 351 946 720 1350
(751,175) 915 3535 2331 3768 2255 2160 1866 2439 952 423 2320 144 1626 3022 507
(751,586) 1537 810 1752 412 918 3506 3949 3613 3615 3424 1016 45 3502 3635 708
(534,2683) 2950 175 2492 1794 2922 2394 2073 2551 3598 481 1346 2395 605 3948 1973
(751,2541) 2713 41 3095 3767 2941 3325 1023 2735 195 3024 2132 1089 1441 2950 3090
(751,1895) 3273 3515 1034 2430 2505 2009 3617 383 3286 2116 2336 2376 2941 3798 1302
(751,2683) 3270 2741 1068 68 1355 371 2024 2739 3173 1254 1253 63 2109 1288 3174
(487,1394) 3185 3916 3114 2806 2996 1260 3079 954 1882 1727 2485 2520 2338 741 122
(487,910) 300 1590 610 2422 2071 1367 345 2692 3386 2424 3676 2802 85 3399 3005
(751,788) 2692 3787 2210 3783 2941 431 2590 1667 2013 519 2301 915 2861 3115 3037
(751,3249) 1927 2313 1025 1395 1218 3598 906 1848 1457 473 272 3208 307 2117 3506
(487,1234) 829 1150 3448 2042 2970 3404 2526 2003 515 1918 2182 1619 2396 3018 1320
(917,1234) 2668 1556 3916 1866 3538 2186 272 3409 1339 3577 2043 2863 246 3873 1089
(751,257) 3534 2433 2950 479 2861 2439 3200 69 2535 616 1082 1348 3481 2596 1875
(751,18) 2338 1222 361 2820 1243 2558 2091 3081 3469 612 2359 490 982 3016 611
(751,382) 3494 2600 1498 3422 913 3549 2927 2986 1484 1221 2384 3342 565 3787 3129
(487,3363) 2013 2396 3420 2912 2135 3409 1678 3257 2313 2527 2139 3167 2670 1941 2841
(917,3363) 1923 2761 1752 2517 2403 2787 3243 2851 678 157 2736 57 2125 231 3811
(534,485) 2260 3639 1944 3502 3095 1991 1986 2374 2940 3499 2401 1644 3952 3397 2243
(751,485) 253 3771 3754 3230 1248 1484 1279 1446 2025 2662 249 3877 1306 1201 3101
(751,2335) 596 3089 237 534 2327 714 1951 3544 3811 3074 524 2496 1093 1274 3624
(751,3258) 3299 428 1591 1648 2024 371 2495 1834 1678 2269 2389 1620 2857 1660 307
(751,3764) 2986 3404 1175 170 3735 3557 3723 3168 2120 2990 3433 417 3160 3426 1713
(751,1911) 3911 3238 1753 1275 2240 3785 3733 2572 1367 194 3398 1457 1591 1750 3243
(751,516) 2731 1104 2393 861 3203 628 456 3814 1207 2859 360 2379 1042 2759 303
(487,1136) 2827 2068 1635 2822 1941 223 2600 2002 328 2322 1050 1172 42 2458 1986
(917,1136) 2423 3624 1474 2166 3100 1028 2344 1541 2802 1187 945 3827 1498 527 1542
(751,1598) 262 3690 223 3148 2394 2331 1500 1713 3754 2734 2325 2431 2723 338 3246
(751,370) 970 909 900 3179 378 405 2701 3317 833 1263 3217 688 417 329 3529
(487,1079) 450 3045 1078 2644 1769 1721 1262 2506 3793 1050 1069 3330 558 950 2066
(917,1079) 2922 2714 36 3784 2750 932 3061 1977 1689 2970 1841 1597 1411 2188 2978
(487,1278) 2333 294 520 802 3534 3174 2927 512 936 2432 1095 2171 2647 490 3185
(917,1278) 3685 1033 3499 2118 198 25 3688 3010 1923 1103 3649 1591 1059 3328 186
(751,186) 1148 994 2240 2360 3649 1186 2404 2073 2518 2033 2568 1132 3507 1147 1945
(751,879) 1069 1223 1365 587 3771 427 3016 339 2 3857 2749 42 346 612 575
(751,1515) 3505 2555 1095 692 1292 1306 1429 2352 1810 1191 2714 1484 2410 288 587
(751,1894) 2361 1017 113 2280 950 2083 2718 1883 533 3840 2734 2826 2943 898 2570
(751,1461) 281 931 3099 2394 1032 678 1004 512 616 2132 249 708 1884 1513 3354
(751,3489) 3827 479 3430 2391 2485 3298 1702 157 2357 2647 490 168 2096 1541 971
(751,818) 1093 2700 1372 1295 2448 766 1483 919 2082 236 1670 3783 1732 1017 2688
(214,1242) 3494 1209 3671 1371 2757 3433 1654 586 1949 1269 3129 1084 3261 3270 2058
(751,432) 79 3768 2161 2978 565 3554 3330 3196 1012 1004 2331 2950 3053 2664 3350
(751,747) 2527 1008 3717 2551 1267 3466 748 3943 1287 281 3684 3528 366 906 2090
(751,2053) 79 1966 3501 2148 2476 2420 3949 496 3494 1554 612 2411 2383 3365 920
(751,185) 3478 2788 2857 3230 1257 1215 3217 2863 2651 1604 1945 737 1057 3706 3916
(751,724) 3952 558 3821 1030 3286 3927 3524 1069 1991 2840 1135 2739 2069 475 3791
(751,256) 998 970 2730 1954 73 2018 69 1061 3285 2848 952 2121 2907 1623 1897
(751,1644) 2647 2714 2550 3690 2764 362 2488 3932 3528 3020 1027 225 427 3213 1042
(751,2107) 1041 3754 2414 2372 125 288 2240 970 345 1965 1256 3438 678 1392 3081
(751,1359) 2937 3785 2305 1405 929 101 1177 886 2750 694 1626 1306 2473 3159 2468
(751,762) 3189 2730 1209 1395 3148 3566 164 520 1345 3104 2953 2154 932 3439 2848
(751,2906) 2978 107 1230 2816 709 3873 3071 2202 1008 2348 1411 2687 931 2467 3821
(751,355) 2555 999 2027 162 1041 1734 3102 3394 1938 2015 1286 2088 496 3061 1092
(751,374) 2165 3060 3246 2779 20 3190 1972 164 2430 1611 3545 2920 2022 2210 1980
(751,1760) 3384 2995 1031 2720 1919 3217 3871 2013 919 2637 423 1092 1297 3627 2073
(751,419) 508 2877 3115 3011 3462 1991 1224 3196 1950 173 926 1128 2125 1148 2520
(751,1707) 1953 1293 678 2633 1592 3685 1445 1020 3952 2949 1409 1339 194 3844 3408
(751,19) 3006 1008 3035 1845 2102 3893 709 2020 288 2514 3089 978 2806 2019 805
(751,1474) 2718 1687 3271 3649 3004 204 3120 930 3915 381 3028 1904 1586 3272 1172
(751,3421) 2941 1719 2395 232 111 1136 2724 101 1016 1060 2948 3317 294 3032 3491
(751,1278) 42 2820 307 461 1873 2932 965 3148 469 3660 3101 2394 2950 1392 2134
(751,3363) 3825 2882 17 2163 3255 329 2872 943 448 3301 509 1014 1257 3501 1292
(751,3671) 1064 1702 2146 2692 2068 1615 3433 3889 3821 920 1347 1554 1089 2194 1960
(751,3396) 3628 1646 2259 2338 596 289 3733 3000 898 441 3251 2596 3135 3789 999
(751,2657) 915 2125 3394 951 3705 1965 2983 3723 1346 3811 3252 1953 1016 1042 745
(751,3040) 1799 2857 2282 2389 3681 2899 2764 994 2458 838 2937 270 1073 3238 1897
(751,1380) 3167 330 3812 3877 2288 1222 3200 2848 3063 2163 3430 2961 1499 2120 951
(751,3760) 905 3767 3148 329 1944 473 1171 1799 3771 1997 2126 423 2352 2816 982
(751,904) 2806 126 1178 3156 2182 2961 2926 2468 2795 2882 2178 1615 518 339 610
(751,908) 2863 1591 2407 63 2340 3528 2420 2816 28 2140 3770 3649 413 3475 2379
(751,910) 3932 1057 2280 3068 3000 170 3272 880 204 2473 2676 2490 2721 496 2333
(751,933) 2943 371 2967 3467 1346 3819 1967 14 3266 7 1365 1014 2795 1262 2021
(751,1086) 2488 785 3500 3596 3690 2553 303 1479 3153 2324 3029 3494 2736 3475 3360
(751,1103) 996 2648 1649 3028 2723 232 1627 2687 2875 1919 3613 490 1687 1513 3545
(751,1019) 224 2622 2863 1453 998 426 1717 1500 1785 3852 1654 2917 2204 1345 2907
(751,2184) 262 1024 2735 3826 1603 2991 1784 346 695 3505 2330 140 314 524 3204
(751,934) 460 1124 1762 1615 3061 223 1271 303 147 3200 207 3622 3708 2485 2383
(751,1247) 3261 2393 86 1066 2006 514 1963 2117 2504 970 2990 348 303 2491 3857
(751,1304) 932 3593 2581 299 1925 2761 2983 535 293 3273 1264 473 1500 2130 2112
(751,2944) 1037 1498 2357 2976 1701 2891 1556 611 2132 3649 2888 3409 2912 2151 931
(751,1084) 2891 523 2255 3102 1256 3342 69 2240 899 2193 2455 2688 1468 3889 1416
(751,924) 3006 1128 3035 57 741 943 3259 2247 132 431 1211 3952 2629 1799 2310
(751,902) 2506 3943 2852 3108 215 2840 3252 2771 610 1294 3099 1980 3018 587 1405
(751,2947) 2360 2099 2890 1952 2841 2747 1041 3071 3267 562 3261 2359 2379 3111 3052
(751,1333) 799 2730 781 2720 1913 1023 2961 978 3949 565 1189 3943 2210 3190 1665
(462,2949) 3197 3658 2289 2038 2966 3258 2688 233 3135 1805 3366 616 3925 3706 2346
(751,1947) 1409 3153 3286 538 3770 1411 3548 2310 101 2094 1209 366 2600 1089 2702
(751,914) 694 1082 2349 196 2530 3005 252 534 2741 265 307 1590 3512 2383 1554
(751,1028) 2647 2568 2340 2334 307 2305 169 2072 3429 2474 901 482 3491 203 3802
(751,3461) 2720 2121 16 132 465 3269 519 2387 2575 3004 2736 533 427 1642 266
(751,1035) 3798 3181 2023 2692 42 2067 2518 2071 337 1799 2613 1327 781 2059 85
(751,674) 3768 3937 926 550 2240 1717 2065 3199 1672 1845 616 3836 1224 1626 3424
(751,1219) 3152 2826 1513 922 71 3440 3785 1862 2078 2485 230 3129 951 2681 2757
(462,260) 2114 1952 3477 990 2815 2313 3441 3035 3624 2943 265 227 3658 3727 3255
(534,260) 504 2139 1589 3462 190 1183 3538 3534 3840 2155 3798 1408 3298 3334 1848
(751,260) 2320 529 2078 3099 2159 3635 901 1875 1007 491 2802 1231 2395 2042 2025
(462,1196) 3134 2983 1086 3000 2019 456 2334 1306 3489 2926 2012 3197 2081 2303 3812
(534,1196) 2513 3307 2600 1977 611 1957 2875 2019 151 2729 1641 360 724 1037 47
(751,1196) 1713 1306 2668 1388 3030 1935 12 1147 3618 2735 2170 922 1292 1093 79
(462,1291) 2520 2097 2804 1717 3457 780 1904 3798 2940 2240 1660 315 145 1655 786
(534,1291) 2600 3104 2378 1073 2871 3088 2719 805 968 3379 1992 2027 2186 3733 2514
(751,1291) 469 3081 692 1250 2328 1411 3554 1658 1277 262 3512 3707 1693 3360 2363
(751,2115) 524 1011 236 3445 1282 511 2363 2581 2526 2667 538 2082 1848 1858 169
(534,1198) 2757 3199 190 2430 1948 1365 3068 2889 612 1132 62 161 2174 1631 338
(751,1198) 17 2139 1599 858 100 2598 1992 3007 1344 2009 3317 273 2682 266 2506
(751,165) 1942 2872 1806 1101 2779 2546 688 3457 1020 2501 2917 1373 3005 1611 1735
(751,1036) 2439 1649 2178 549 1913 1297 801 2861 3247 2788 65 7 2301 1982 810
(751,1617) 2739 2125 1727 3730 3034 1944 3688 2135 512 1665 901 1633 14 1619 1888
(534,2858) 1608 735 3658 1247 2572 3841 1597 378 3786 2686 1606 612 370 2550 1966
(751,2858) 3556 1245 524 3868 3399 3705 2428 2771 2467 986 833 199 1991 1948 2953
(751,50) 2420 1342 3098 113 3844 68 1237 239 3802 3544 22 2995 1012 196 1344
(751,1466) 1971 946 1022 1660 196 3577 2026 3812 3705 2116 1647 1611 3910 783 3613
(751,3300) 521 512 1215 3525 1678 519 3408 3308 1186 2468 2161 1263 2316 2266 2568
(751,3510) 3041 79 277 1008 1031 1147 1401 954 2010 2702 3115 2468 1345 2504 805
(387,2657) 2378 2565 2340 2514 3812 1542 1945 3113 2454 270 2690 1247 951 3515 2248
(623,2657) 881 1681 1377 921 2469 1031 2080 2792 1603 932 3512 1283 2570 1687 1037
(387,2746) 3387 1050 2099 1441 1785 3745 3034 1848 2004 218 970 511 2043 2542 2068
(623,2746) 1064 1223 3424 2324 3258 1233 423 2174 464 673 1986 3697 996 2882 2861
(55,2762) 799 2126 253 688 1835 742 3388 3174 1014 1590 1735 849 249 2937 1321
(55,2571) 3910 3553 175 329 581 1556 2394 2900 940 2325 2391 3361 2750 1983 2908
(55,1240) 1680 3857 3484 1772 342 1377 1660 3035 1897 2714 1288 3478 3196 1340 451
(55,1610) 2921 1966 1023 2990 2053 2020 1 1390 934 3741 707 3798 2360 1130 2107
