166 2240,4831
167 1634,3462
168 3716,3752
169 1147,1285,2748,5716
170 2934,4125
171 2047,4655,5158
172 1051,4993
173 2109,5845
174 5075,5596
175 2015,3437
176 1367,6016
177 1134,2376
178 62,3621,4700
179 846,2247
180 2318,5964
181 1333,3259
182 495,3054
183 881,4011
184 1629,2928
185 1116,3410
186 2595,3203
187 954,1362
188 39,4918
189 2589,3547
190 3641,5429
191 4425,5236
192 3077,3648
193 1304,1749
194 3131,5852
195 1884,4972
196 3391,3960
197 518,953
198 1481,5759
199 5332,5397
200 1244,3717
201 727,5413
202 1337,4658
203 3808,4989
204 271,5547
205 2849,3752
206 810,1084
207 5301,5418,5763
208 163,454,3370
209 5430,5684
210 1179,2122
211 2818,3374
212 3735,5193
213 1861,2574
214 1093,3260
215 454,2468
216 4461,5980
217 1617,2824,3403
218 4686,5937
219 249,1851,3285
220 2559,5096
221 998,2232
222 3189,4607
223 959,3305
224 2871,4041
225 1822,5620
226 1978,4556
227 1922,3898,5615
228 611,1377
229 92,3976
230 865,3118
231 539,1645
232 666,5523
233 2648,5299
234 418,1922
235 1647,5368
236 1260,1741,2663
237 2262,5077,5684
238 1004,4615
239 4541,4633
240 4361,5996
241 816,4802
242 1837,3012
243 3353,4521,4715
244 3200,3716,5689
245 1338,5543
246 5720,5900
247 840,3317
248 2293,3557
249 1978,2889
250 2634,3432
251 148,424,1733
252 5449,5522
253 2102,2624,3299
254 615,3625
255 4634,4726
256 1241,3233
257 2492,4506,5371
258 1858,4510
259 4004,4150
260 13,3315
261 1087,3858
262 1451,5294
263 2589,4705
264 632,4446
265 1606,2208
266 4345,4946
267 699,1903
268 2594,5875
269 4947,5140
270 1733,3161
271 1447,4286
272 2460,3526
273 695,2436
274 337,4287
275 3342,3401
276 920,4351
277 412,4555
278 2832,3681
279 1306,2873
280 676,1010,1926
281 3490,3658,5054
282 56,2812
283 1246,1451,2180,2264
284 293,1992
285 438,869,2589
286 2586,3768
287 2608,4183
288 3946,5605
289 3550,4046
290 359,3780
291 148,2824
292 2103,2973
293 1943,2517
294 2519,3189
295 1099,4906,5086
296 3208,5239
297 4281,5613
298 1343,1555
299 531,3901
300 2258,5894
301 5453,5654
302 2873,5780
303 1556,3211,3292
304 1584,2142,3590
305 1308,1484,3878,4022
306 3833,5840
307 641,2540
308 460,1244
309 1820,4783
310 1122,2764
311 1976,3035
312 4386,4591
313 148,5825
314 5603,5705
315 2011,3685
316 3205,3903
317 2876,3346
318 1752,4584
319 1525,5359
320 4795,5927
321 3540,3762
322 3438,4510
323 264,2188,6016
324 4921,5118
325 4354,5565
326 2907,3199
327 676,3698,5605
328 2462,5948
329 2634,4581
330 1556,4138
331 96,1982
332 110,5663
333 1587,3612,5798
334 2776,3457,4591
335 2840,4030
336 2063,4606,4837
337 3498,3630
338 270,846,1647
339 3810,5046
340 68,4897
341 1667,1875
342 877,5063
343 73,1943
344 249,2889,2966
345 1087,1965
346 1639,3134
347 604,2900
348 1206,2340
349 2901,5720
350 2679,5301,5396
351 4040,5099
352 1285,2857,4914
353 2515,5675
354 2446,5414
355 1448,3562,5211
356 3172,3312
357 343,4302
358 939,4238
359 4054,4334,5485
360 1709,2402
361 412,2348
362 1380,3099,3808
363 1717,5390
364 2395,4959
365 837,5111
366 2745,4663
367 4798,5054,5193
368 1015,3150
369 3658,5057
370 5227,5570
371 183,4834
372 1297,2124,2446
373 1965,2611
374 48,1015
375 955,5341
376 1094,3550
377 326,3476,5219
378 3630,4162
379 2131,5294
380 4560,4877,5585
381 981,2670,4942
382 4789,5353
383 2944,4091
384 624,3691
385 499,887
386 1854,2380
387 329,3612
388 2462,3840
389 424,5570
390 485,5675
391 1155,1875
392 48,5072
393 18,5785
394 4308,4509
395 899,1113
396 2126,5557
397 1797,1836
398 2166,4610
399 829,3916
400 1836,2102
401 3108,5831,5875
402 3789,5350
403 2231,5075
404 710,3588,4449
405 818,5740
406 1850,3196
407 147,202
408 1389,3361,5273
409 2599,3701
410 1358,2050
411 955,1962
412 1670,4388
413 2750,3452
414 3591,5389
415 2581,5099
416 2309,2654
417 229,1031
418 398,1303,2056
419 3624,4501
420 3754,4458
421 173,4415
422 3728,5223
423 3666,5675
424 4815,5324
425 1835,4091
426 1343,3638
427 1015,1516,2668,4345
428 714,1212
429 1791,3487
430 1306,2655
431 657,1733
432 3824,5861
433 897,2078
434 928,1391
435 1179,4280
436 1897,3913
437 1146,5433
438 651,4757,5355
439 343,1088,2386
440 1077,4516
441 1266,1297
442 157,735,1033
443 1472,2732
444 3173,4951
445 3159,5220,5352
446 3579,5886
447 838,963
448 1333,4814,5084
449 4847,4921
450 2900,5350
451 1939,2934,5239,5387
452 1747,2015,4478
453 3050,5127
454 359,4272
455 1013,5699
456 2793,4577
457 2330,4312,4907
458 3262,5074
459 1807,3425,5570
460 975,1880
461 549,4243
462 1613,2536
463 1561,1879
464 264,1714,3597
465 34,963
466 2552,3742
467 3228,4114
468 1155,1676
469 1728,1974
470 137,1968,5649
471 4447,5310
472 1954,5593
473 3370,3618,5337
474 2794,3611
475 4600,5618,5779
476 1184,3069
477 543,5126
478 1641,4742
479 1000,5621
480 793,2766
481 302,1418,5452
482 3227,3260
483 2368,6001
484 5386,5701
485 817,4682
486 873,5108
487 663,2180
488 2938,4954
489 2878,4018
490 3929,4682
491 3733,5939
492 1203,2715,5795
493 1129,5869
494 4378,5978
495 1150,1373
496 181,2405
497 1391,5884
498 862,1571
499 1741,4932
500 1948,3675,4415
501 3847,4401
502 2540,5029
503 2208,3909
504 75,1466
505 1726,3491
506 4420,4946
507 727,1755,5397
508 800,925,5005
509 2480,3056
510 1331,3227
511 474,828,1354
512 167,4578
513 3216,4144
514 17,4670
515 5729,5905
516 4609,5892
517 2389,4186
518 2609,4578,5321
519 1836,2972
520 327,2342
521 212,3069,4016
522 90,300
523 293,1544
524 787,4816
525 968,5493
526 1224,3321,4543
527 371,3953
528 4540,5249
529 728,3189
530 2276,4183
531 1207,3142
532 1716,2921
533 173,5011
534 1352,3142
535 1514,3620,5418
536 258,1699
537 704,4409
538 27,5222
539 1124,3471,3615
540 1837,5560
541 1650,2018
542 748,1120,3110
543 1494,2188
544 3498,4099
545 2503,4328
546 3449,4472
547 100,4663
548 1407,2888,3611
549 1196,4736
550 4512,5927
551 2625,4183
552 2266,3854
553 438,744,1087,3590
554 1381,3717
555 744,2342
556 3648,4043
557 1191,1671,6036
558 3067,5956
559 3125,3346
560 746,3880
561 2564,3029,3590
562 2038,4908
563 1312,1887
564 398,1058
565 26,2498
566 2740,5854
567 4831,5265,5305
568 4815,4927
569 3077,5359
570 1181,2087
571 1598,3678
572 1173,2888
573 1985,2955
574 5342,5468
575 198,476,2683
576 199,2682
577 676,2994
578 163,3349,5627
579 2242,4036
580 309,1242
581 410,1962
582 2747,5084
583 1516,5869
584 2106,5307
585 4401,5723
586 5091,5752
587 2659,4962
588 3004,4889
589 3029,3094
590 3432,5443
591 1571,2659
592 4598,5352
593 2402,3603,4171
594 2931,4505
595 5614,5783
596 1983,2015,4053,5239
597 3695,4021,5892
598 4879,5194
599 2951,4352
600 2621,4510,5947
601 411,2448
602 628,1650
603 2088,4090
604 2270,5689
605 3622,5679
606 1210,6036
607 1647,5143
608 3000,4055
609 1693,2244,5268
610 1591,5755
611 36,1352,2208
612 2478,4653
613 4734,4821
614 2815,3292
615 4468,5763
616 2905,4250
617 2711,2887
618 1147,3810
619 2176,3403
620 1285,4317,5886
621 453,3887
622 2551,4085
623 137,1543
624 3621,3630
625 5164,5475
626 1087,5583
627 4704,4816
628 4478,5319,5437
629 1223,4946
630 524,3538
631 1800,3408
632 445,4437,4509
633 3671,4152
634 3300,3961
635 1119,5163
636 516,1099,3416
637 4631,5762
638 1505,2071
639 1428,3118
640 822,1177,3650
641 2771,4371
642 2231,3603
643 198,2299,3378
644 2906,3778
645 58,5056
646 3505,5925
647 351,4889,5319
648 523,5226
649 1639,4869
650 4078,5140
651 60,5236
652 1613,4978
653 2215,5730
654 940,4877
655 1926,5874
656 2645,5561
657 563,3996
658 4407,5733
659 3641,5971
660 362,5156
661 3990,5054
662 1114,1395
663 1639,2340,4914
664 2629,5482
665 326,5755
666 1842,6024
667 3526,4937
668 765,1744
669 4354,5428,5982
670 386,3090,4784
671 3761,5078
672 2382,2581
673 3012,4972
674 1827,4305
675 755,4458
676 2435,5473
677 2038,2539
678 235,1017
679 263,3349
680 3268,4251
681 621,3295
682 1677,3561
683 453,929,5102
684 3189,3328,3679
685 2187,3412
686 301,2814
687 549,3695,5345
688 2298,5365,5475
689 4579,4951,5769
690 1860,3938
691 1449,3543,3615
692 1897,3429
693 4685,4937
694 1206,1882
695 541,2931,4470
696 1458,3504
697 3520,5249
698 309,4489
699 1245,4708
700 791,1630
701 4480,4653
702 92,809,3513
703 1880,5200
704 2664,5938
705 1761,2140
706 368,3519
707 1354,3046
708 731,4334
709 721,1809
710 3720,5557
711 271,3595
712 3789,3850
713 272,5644
714 93,4482
715 1086,3182,5450
716 666,5683
717 4972,5645
718 2163,2403
719 135,2996
720 1034,5948
721 1224,3476
722 261,2327
723 1329,5200
724 2110,5765
725 515,6026
726 4716,5557
727 1586,3401
728 1279,5626
729 3555,5107
730 3905,5086
731 1968,4186,5282
732 2282,3671
733 1155,1586,3410,4834
734 967,3163
735 3454,4643
736 1390,2699
737 1776,1822
738 4745,5858
739 1949,2824
740 1447,2815
741 3110,3521
742 1638,2544
743 2967,4510,5733
744 4140,5208
745 4088,4551
746 2338,5912
747 102,4725,5107
748 1106,1875
749 3141,4021
750 1244,2254
751 3279,3469
752 2807,5060
753 2419,5047,5321
754 752,1001,3624
755 2860,4416
756 463,5728
757 1395,4238
758 5032,5664
759 302,1088,4311
760 957,3394,5682
761 1015,5158
762 349,2844
763 1930,5964
764 88,4647,5958
765 372,3561,5795
766 869,4137
767 1125,1762
768 1589,3712
769 1390,5300
770 3172,3882
771 2974,3888
772 326,4801
773 3399,4437
774 34,2060
775 410,2054
776 2818,4800
777 80,202
778 2436,3500,5837
779 1806,2236
780 2635,5767
781 3314,3822
782 3022,4050
783 637,716,5249
784 393,2761
785 3213,3272
786 3425,4858
787 3752,4560
788 702,5084
789 137,687
790 5317,5368
791 1716,5106
792 2002,2165
793 4600,4815
794 843,1112,1851
795 1641,5220,5585
796 1343,5270,5797
797 3053,3503
798 435,3916
799 1457,6032
800 2785,4771
801 4224,4829
802 3884,3934
803 3274,5722
804 1666,4067
805 3778,5422,5482
806 2857,3484
807 2304,5895
808 931,1501
809 1600,3380,5337
810 510,3314
811 1058,5477
812 1133,4726
813 893,2777
814 245,2485
815 1871,3807
816 2972,5536
817 1598,4942
818 722,4643
819 830,4972
820 1613,1696
821 2168,2611
822 891,5229
823 610,3517
824 1903,4653
825 411,5397
826 1130,1812,4015
827 858,5299
828 5453,5791
829 2010,5124
830 1135,3231
831 943,3308
832 302,4425
833 192,4893,5982
834 973,3169
835 348,5722
836 3829,4793
837 1744,3860
838 2101,5675
839 937,1530,3493
840 402,4390
841 3017,5790
842 4447,4973
843 232,1593
844 3277,5457
845 867,3681
846 225,2655
847 1637,3590
848 225,3796
849 2119,3602
850 2901,5453
851 843,5795
852 560,2892
853 134,3556
854 4089,4190
855 173,1561
856 1797,5555
857 1151,3058
858 157,5000
859 4033,4155
860 1586,3483,5426
861 434,4064
862 3371,5905
863 1121,4774
864 752,3745
865 4007,5585
866 36,1839
867 352,1630
868 3248,5682
869 783,5645
870 2595,4079
871 692,2229
872 983,4260
873 1347,1684
874 3412,4356
875 2979,5511
876 69,3031
877 2073,4933
878 272,3894
879 2537,5324
880 3475,4808
881 1475,4816
882 2472,5707
883 712,1941
884 1142,3880
885 1605,4306
886 1357,2255
887 2773,3569
888 475,5888
889 485,1926
890 3007,5978
891 424,5177
892 556,2215
893 1062,2477
894 2551,5847
895 696,2072,5677
896 3585,5460
897 549,1245
898 3726,5975
899 495,1701
900 820,3874
901 3380,4673
902 1781,3314
903 1413,5371
904 1767,5402
905 712,6007
906 271,2896
907 3062,5675
908 1571,4834
909 35,3931
910 442,1146
911 1737,2125,4613
912 2047,4116
913 569,5042
914 4673,5135
915 651,4047
916 2239,3002
917 3065,4801
918 2124,2786
919 2985,4930
920 1244,4022,5305
921 330,5956
922 1880,3966
923 1575,4261
924 1770,3853
925 824,5277
926 1193,5269
927 349,1597
928 1930,3823
929 819,5455
930 415,970,3705,4739
931 3263,3809
932 601,3417
933 1071,4736
934 415,1551
935 2679,5506
936 1902,2955,4053
937 2022,3250
938 1219,4342
939 2985,4786
940 5054,5118
941 389,4824
942 3320,4883
943 1943,3362
944 1901,3216
945 53,408
946 3958,5557
947 543,2085,2966
948 3312,4390
949 660,2976,4506
950 4418,5142
951 2278,4371
952 2629,4467
953 3625,4212
954 2231,3136
955 1546,5248
956 5413,5557,5598
957 1395,1836
958 2743,5648
959 4964,5858
960 2688,2841
961 1051,3832
962 424,2431
963 3859,3997
964 3732,4948
965 1066,3713
966 81,2177
967 2293,5960
968 3967,6010
969 2497,4298
970 3833,5930
971 3261,3480
972 3139,3792
973 629,1124
974 621,4140
975 1413,1587
976 3514,3669
977 1983,3516,4457
978 3280,5973
979 5364,5531
980 510,3653
981 1155,5102
982 2192,5931
983 2745,3026,3756
984 319,647
985 1586,5981
986 3490,5294
987 1273,1469
988 1057,3651
989 3503,3539,5078
990 3540,4099
991 4951,5874
992 1135,4882
993 2860,3586
994 2225,3731
995 4101,5484
996 1545,2004
997 133,413
998 3815,4294
999 1051,3833,4815
1000 4127,5365
